Series of Member Payment Dependent Notes,Maximum aggregate principal amount of Notes offered,Aggregate principal amount of Notes sold,Stated interest rate,Service Charge,Sale and Original Issue Date,Initial maturity,Final maturity,Amount of corresponding loan funded by Lending Club,Home ownership,Gross income,Debt-to-income ratio,Length of employment,Location,Home town,Current & past employers,Current employer,Job title,Education,Credit Score Range,Accounts Now Delinquent,Earliest Credit Line,Delinquent Amount,Open Credit Lines,Delinquencies (Last 2 years),Total Credit Lines,Months Since Last Delinquency,Revolving Credit Balance,Public Records on File,Revolving Line Utilization,Months Since Last Record,Inquiries in the Last 6 Months
39540163,"$14,025","$14,025",17.86%,1.00%,"January 16, 2015","January 28, 2018","January 28, 2020",$0,MORTGAGE,"$5,000 / month",20.38%,9 years ,891xx,N/a,N/a,N/a,convention manager,N/a,660-664,0,08/2004,$0.00,9,3,31,13,"$4,389.00",0,28.90%,n/a,0
39540310,"$12,275","$12,275",12.39%,1.00%,"January 16, 2015","January 28, 2018","January 28, 2020",$0,MORTGAGE,"$12,417 / month",5.53%,10+ years ,302xx,N/a,N/a,N/a,IB Acct Mgr,N/a,670-674,0,08/2004,$0.00,15,0,22,n/a,$705.00,1,7.00%,64,0
39540359,"$20,000","$20,000",12.39%,1.00%,"January 16, 2015","January 29, 2018","January 29, 2020",$0,MORTGAGE,"$7,083 / month",8.34%,10+ years ,318xx,N/a,N/a,N/a,General Manager,N/a,725-729,0,04/2004,$0.00,10,1,24,23,"$6,555.00",0,17.80%,n/a,1
39540693,"$6,000","$6,000",6.99%,1.00%,"January 20, 2015","January 29, 2018","January 29, 2020",$0,MORTGAGE,"$6,250 / month",30.02%,10+ years ,467xx,N/a,N/a,N/a,supervisor,N/a,680-684,0,03/2005,$0.00,14,0,28,71,"$7,130.00",2,38.10%,3,1
39549151,"$35,000","$35,000",12.39%,1.00%,"January 20, 2015","January 26, 2018","January 26, 2020",$0,RENT,"$11,667 / month",32.07%,5 years ,980xx,N/a,N/a,N/a,Senior Director,N/a,665-669,0,05/1995,$0.00,4,1,39,20,"$30,082.00",0,89.80%,n/a,1
39549173,"$18,000","$18,000",15.99%,1.00%,"January 15, 2015","January 26, 2018","January 26, 2020",$0,RENT,"$3,667 / month",13.99%,10+ years ,557xx,N/a,N/a,N/a,Teacher,N/a,670-674,0,06/1995,$0.00,9,1,12,4,"$16,145.00",0,77.20%,n/a,0
39549184,"$12,000","$12,000",11.44%,1.00%,"January 20, 2015","January 26, 2018","January 26, 2020",$0,RENT,"$2,833 / month",28.31%,10+ years ,809xx,N/a,N/a,N/a,Human Resources,N/a,660-664,0,09/2002,$0.00,9,0,19,74,"$9,014.00",1,79.10%,61,1
39549203,"$32,000","$32,000",19.99%,1.00%,"January 15, 2015","January 26, 2020","January 26, 2020",$0,MORTGAGE,"$10,000 / month",17.96%,7 years ,945xx,N/a,N/a,N/a,RN,N/a,670-674,0,02/1999,$0.00,14,0,30,33,"$37,956.00",0,92.40%,n/a,1
39549289,"$8,000","$8,000",10.49%,1.00%,"January 20, 2015","January 27, 2018","January 27, 2020",$0,RENT,"$6,000 / month",2.72%,4 years ,750xx,N/a,N/a,N/a,Medical Technologist,N/a,675-679,0,11/1989,$0.00,3,0,16,n/a,"$4,850.00",1,51.00%,89,0
39549291,"$10,800","$10,800",10.49%,1.00%,"January 20, 2015","January 27, 2018","January 27, 2020",$0,MORTGAGE,"$2,917 / month",30.69%,< 1 year ,443xx,N/a,N/a,N/a,electrical pro,N/a,705-709,0,01/2005,$0.00,11,0,19,n/a,"$10,501.00",0,35.40%,n/a,0
39549297,"$18,000","$18,000",8.67%,1.00%,"January 20, 2015","January 27, 2018","January 27, 2020",$0,MORTGAGE,"$4,575 / month",27.04%,5 years ,272xx,N/a,N/a,N/a,Legal Assistant,N/a,710-714,0,08/1979,$0.00,13,0,34,n/a,"$226,281.00",0,53.80%,n/a,0
39549323,"$8,125","$8,125",10.49%,1.00%,"January 16, 2015","January 27, 2018","January 27, 2020",$0,RENT,"$4,000 / month",22.68%,10+ years ,871xx,N/a,N/a,N/a,warrehouse manager,N/a,720-724,0,11/1996,$0.00,17,0,23,n/a,"$10,833.00",1,22.20%,79,2
39549332,"$25,000","$25,000",6.49%,1.00%,"January 16, 2015","January 27, 2018","January 27, 2020",$0,RENT,"$5,833 / month",10.90%,3 years ,802xx,N/a,N/a,N/a,Material Logistics Admin ,N/a,670-674,0,10/1992,$0.00,11,0,23,n/a,"$29,665.00",0,55.90%,n/a,1
39549342,"$16,800","$16,800",8.67%,1.00%,"January 20, 2015","January 27, 2018","January 27, 2020",$0,RENT,"$3,000 / month",15.53%,< 1 year ,928xx,N/a,N/a,N/a,Administrative Assistant,N/a,665-669,0,05/2002,$0.00,6,1,8,21,"$8,433.00",0,72.10%,n/a,0
39549345,"$28,775","$28,775",25.57%,1.00%,"January 15, 2015","January 27, 2020","January 27, 2020",$0,MORTGAGE,"$6,000 / month",28.30%,10+ years ,953xx,N/a,N/a,N/a,Acctg. Sprvsr.,N/a,660-664,0,01/2001,$0.00,18,0,22,n/a,"$33,516.00",0,70.90%,n/a,2
39549402,"$3,600","$3,600",19.24%,1.00%,"January 15, 2015","January 27, 2018","January 27, 2020",$0,RENT,"$1,667 / month",34.09%,< 1 year ,800xx,N/a,N/a,N/a,Caregiver,N/a,665-669,0,10/2007,$0.00,15,2,26,15,"$9,809.00",0,60.90%,n/a,0
39549424,"$35,000","$35,000",19.24%,1.00%,"January 15, 2015","January 27, 2020","January 27, 2020",$0,RENT,"$55,000 / month",1.79%,9 years ,950xx,N/a,N/a,N/a,Loan officer,N/a,715-719,0,06/2000,$0.00,8,0,19,29,$482.00,1,4.80%,13,2
39549456,"$18,000","$18,000",8.67%,1.00%,"January 20, 2015","January 27, 2018","January 27, 2020",$0,RENT,"$6,000 / month",28.75%,10+ years ,840xx,N/a,N/a,N/a,sr inv planner,N/a,755-759,0,04/1988,$0.00,13,0,33,n/a,"$7,845.00",0,17.50%,n/a,1
39549519,"$5,000","$5,000",15.59%,1.00%,"January 20, 2015","January 27, 2018","January 27, 2020",$0,RENT,"$4,708 / month",36.41%,1 year ,922xx,N/a,N/a,N/a,Design Consultant,N/a,685-689,0,12/1979,$0.00,20,0,25,n/a,"$31,313.00",0,96.60%,n/a,0
39549530,"$12,000","$12,000",9.49%,1.00%,"January 20, 2015","January 29, 2018","January 29, 2020",$0,MORTGAGE,"$6,250 / month",12.14%,10+ years ,773xx,N/a,N/a,N/a,Customer Service Tech,N/a,685-689,0,09/2001,$0.00,5,4,19,18,"$4,030.00",0,50.40%,n/a,0
39549580,"$6,000","$6,000",11.99%,1.00%,"January 20, 2015","January 27, 2018","January 27, 2020",$0,MORTGAGE,"$5,417 / month",11.30%,3 years ,604xx,N/a,N/a,N/a,manager,N/a,800-804,0,07/2002,$0.00,15,0,27,n/a,"$4,928.00",0,8.20%,n/a,3
39549597,"$1,500","$1,500",16.49%,1.00%,"January 16, 2015","January 27, 2018","January 27, 2020",$0,RENT,"$3,333 / month",14.43%,9 years ,599xx,N/a,N/a,N/a,General Manager,N/a,665-669,0,06/2001,$0.00,6,0,34,n/a,"$7,919.00",1,60.90%,75,0
39549662,"$20,000","$20,000",20.99%,1.00%,"January 20, 2015","January 28, 2020","January 28, 2020",$0,MORTGAGE,"$5,333 / month",21.00%,10+ years ,453xx,N/a,N/a,N/a,Tech Support,N/a,665-669,0,03/2004,$0.00,13,0,18,n/a,"$26,504.00",0,81.80%,n/a,0
39549688,"$30,000","$30,000",14.31%,1.00%,"January 20, 2015","January 29, 2018","January 29, 2020",$0,RENT,"$7,167 / month",14.35%,3 years ,212xx,N/a,N/a,N/a,Research Chemist,N/a,805-809,0,06/2006,$0.00,7,0,22,n/a,"$1,185.00",0,3.90%,n/a,0
39549736,"$19,050","$19,050",18.54%,1.00%,"January 16, 2015","January 28, 2018","January 28, 2020",$0,MORTGAGE,"$5,083 / month",18.12%,3 years ,405xx,N/a,N/a,N/a,housekeeper,N/a,665-669,0,11/1992,$0.00,5,2,18,6,"$4,832.00",1,96.60%,69,1
39549923,"$6,000","$6,000",14.99%,1.00%,"January 20, 2015","January 28, 2018","January 28, 2020",$0,RENT,"$9,583 / month",11.81%,9 years ,339xx,N/a,N/a,N/a,business manager,N/a,680-684,0,06/2002,$0.00,23,0,37,26,"$9,297.00",0,32.20%,n/a,1
39549974,"$15,000","$15,000",17.14%,1.00%,"January 16, 2015","January 28, 2020","January 28, 2020",$0,MORTGAGE,"$3,500 / month",20.03%,10+ years ,218xx,N/a,N/a,N/a,clerk,N/a,675-679,0,11/1997,$0.00,9,1,19,22,"$18,876.00",0,64.20%,n/a,0
39550016,"$6,000","$6,000",13.66%,1.00%,"January 15, 2015","January 28, 2018","January 28, 2020",$0,MORTGAGE,"$3,250 / month",27.05%,2 years ,831xx,N/a,N/a,N/a,Archaeologist,N/a,660-664,0,08/1994,$0.00,8,2,21,9,"$4,870.00",0,43.90%,n/a,1
39550182,"$4,800","$4,800",7.49%,1.00%,"January 20, 2015","January 28, 2018","January 28, 2020",$0,MORTGAGE,"$5,167 / month",15.49%,< 1 year ,377xx,N/a,N/a,N/a,RN Case Manager,N/a,710-714,0,08/2003,$0.00,12,0,27,n/a,"$2,769.00",1,26.60%,98,0
39550229,"$15,000","$15,000",11.44%,1.00%,"January 20, 2015","January 28, 2018","January 28, 2020",$0,RENT,"$5,667 / month",23.14%,2 years ,109xx,N/a,N/a,N/a,SENIOR ACCOUNTANT,N/a,660-664,0,06/1997,$0.00,17,1,28,22,"$15,066.00",0,59.10%,n/a,1
39550302,"$24,000","$24,000",12.99%,1.00%,"January 16, 2015","January 29, 2018","January 29, 2020",$0,RENT,"$11,667 / month",8.51%,2 years ,773xx,N/a,N/a,N/a,Security Architec / Consultant,N/a,680-684,0,01/1996,$0.00,5,0,17,46,"$21,506.00",0,76.80%,n/a,0
39550321,"$20,000","$20,000",8.67%,1.00%,"January 20, 2015","January 29, 2018","January 29, 2020",$0,RENT,"$8,333 / month",17.04%,9 years ,028xx,N/a,N/a,N/a,OWNER,N/a,700-704,0,01/1992,$0.00,9,1,20,13,"$41,541.00",0,67.70%,n/a,1
39550372,"$1,300","$1,300",14.99%,1.00%,"January 16, 2015","January 29, 2018","January 29, 2020",$0,RENT,"$5,833 / month",7.05%,< 1 year ,112xx,N/a,N/a,N/a,Sr Marketing Associate,N/a,695-699,0,09/2007,$0.00,7,0,11,n/a,"$4,391.00",1,41.80%,63,2
39550513,"$10,000","$10,000",12.39%,1.00%,"January 20, 2015","January 29, 2018","January 29, 2020",$0,MORTGAGE,"$5,000 / month",27.80%,n/a,657xx,N/a,N/a,N/a,n/a,N/a,680-684,0,07/1989,$0.00,14,3,38,6,"$15,045.00",0,69.30%,n/a,2
39550592,"$16,525","$16,525",12.99%,1.00%,"January 20, 2015","January 29, 2018","January 29, 2020",$0,MORTGAGE,"$7,102 / month",34.79%,10+ years ,820xx,N/a,N/a,N/a,Attorney 4,N/a,670-674,0,11/1993,$0.00,19,0,38,n/a,"$49,652.00",1,80.30%,61,0
39550743,"$8,000","$8,000",9.49%,1.00%,"January 20, 2015","January 30, 2018","January 30, 2020",$0,RENT,"$11,667 / month",14.26%,1 year ,937xx,N/a,N/a,N/a,Senior Sales Engineer,N/a,680-684,0,01/1996,$0.00,14,0,37,34,"$10,316.00",0,30.60%,n/a,0
39550813,"$3,250","$3,250",15.99%,1.00%,"January 20, 2015","January 30, 2018","January 30, 2020",$0,RENT,"$1,500 / month",24.13%,n/a,902xx,N/a,N/a,N/a,n/a,N/a,680-684,0,12/1987,$0.00,7,0,10,n/a,"$4,267.00",0,52.70%,n/a,0
39551140,"$15,000","$15,000",14.31%,1.00%,"January 20, 2015","January 31, 2018","January 31, 2020",$0,RENT,"$4,583 / month",21.38%,10+ years ,236xx,N/a,N/a,N/a,Administrative Assistank 3,N/a,660-664,0,05/2002,$0.00,6,5,23,6,"$8,657.00",0,86.60%,n/a,1
39559121,"$21,600","$21,600",17.86%,1.00%,"January 15, 2015","January 26, 2020","January 26, 2020",$0,OWN,"$7,917 / month",13.26%,5 years ,221xx,N/a,N/a,N/a,Executive Assistant,N/a,670-674,0,12/1987,$0.00,14,1,30,18,"$66,251.00",0,60.70%,n/a,1
39559175,"$12,000","$12,000",9.49%,1.00%,"January 16, 2015","January 26, 2018","January 26, 2020",$0,MORTGAGE,"$7,500 / month",12.88%,3 years ,932xx,N/a,N/a,N/a,crane opperatior,N/a,675-679,0,02/2005,$0.00,7,0,11,n/a,"$5,018.00",0,46.50%,n/a,1
39559220,"$7,200","$7,200",14.99%,1.00%,"January 15, 2015","January 26, 2018","January 26, 2020",$0,MORTGAGE,"$5,417 / month",19.58%,10+ years ,240xx,N/a,N/a,N/a,Assistant Director,N/a,680-684,0,08/1995,$0.00,9,3,28,10,"$16,375.00",0,74.80%,n/a,2
39559307,"$20,000","$20,000",11.44%,1.00%,"January 20, 2015","January 27, 2018","January 27, 2020",$0,RENT,"$20,417 / month",14.29%,< 1 year ,600xx,N/a,N/a,N/a,Solution Architect,N/a,660-664,0,10/1986,$0.00,12,10,44,18,"$5,599.00",0,33.90%,n/a,1
39559333,"$15,425","$15,425",25.89%,1.00%,"January 20, 2015","January 27, 2020","January 27, 2020",$0,RENT,"$3,417 / month",25.59%,n/a,321xx,N/a,N/a,N/a,n/a,N/a,675-679,0,03/2004,$0.00,14,0,19,n/a,"$13,485.00",2,66.40%,112,0
39559363,"$35,000","$35,000",8.67%,1.00%,"January 20, 2015","January 28, 2018","January 28, 2020",$0,MORTGAGE,"$33,333 / month",18.15%,10+ years ,770xx,N/a,N/a,N/a,Senior Vice President Investments,N/a,675-679,0,01/1999,$0.00,12,2,31,20,"$76,148.00",0,84.30%,n/a,0
39559431,"$15,000","$15,000",8.67%,1.00%,"January 20, 2015","January 27, 2018","January 27, 2020",$0,MORTGAGE,"$12,500 / month",16.00%,10+ years ,303xx,N/a,N/a,N/a,"Vice President, Managing Director",N/a,705-709,0,03/1985,$0.00,7,1,28,12,"$6,786.00",0,26.60%,n/a,0
39559536,"$6,100","$6,100",6.99%,1.00%,"January 16, 2015","January 27, 2018","January 27, 2020",$0,MORTGAGE,"$2,917 / month",18.45%,10+ years ,373xx,N/a,N/a,N/a,member service rep. 2,N/a,740-744,0,09/1992,$0.00,14,1,25,20,"$11,127.00",0,18.00%,n/a,1
39559561,"$15,000","$15,000",17.86%,1.00%,"January 16, 2015","January 27, 2020","January 27, 2020",$0,RENT,"$3,750 / month",11.41%,< 1 year ,815xx,N/a,N/a,N/a,Full Time Sales Rep,N/a,670-674,0,03/2008,$0.00,7,0,12,n/a,"$14,370.00",0,69.10%,n/a,0
39559565,"$13,550","$13,550",17.14%,1.00%,"January 20, 2015","January 28, 2018","January 28, 2020",$0,RENT,"$3,333 / month",24.07%,2 years ,981xx,N/a,N/a,N/a,Travel manager,N/a,665-669,0,02/2003,$0.00,10,0,14,67,"$22,501.00",0,97.00%,n/a,1
39559703,"$20,000","$20,000",17.14%,1.00%,"January 16, 2015","January 28, 2018","January 28, 2020",$0,RENT,"$5,000 / month",23.44%,7 years ,926xx,N/a,N/a,N/a,HelpDesk Analyst,N/a,675-679,0,07/2003,$0.00,14,0,26,n/a,"$21,375.00",0,54.00%,n/a,1
39559769,"$5,600","$5,600",12.99%,1.00%,"January 20, 2015","January 28, 2018","January 28, 2020",$0,RENT,"$2,917 / month",15.64%,< 1 year ,217xx,N/a,N/a,N/a,Sr. Recovery Resolution Rep COB ,N/a,685-689,0,08/2005,$0.00,4,0,8,n/a,"$3,411.00",0,97.50%,n/a,0
39559905,"$10,500","$10,500",24.99%,1.00%,"January 20, 2015","January 28, 2020","January 28, 2020",$0,OWN,"$2,083 / month",25.06%,n/a,329xx,N/a,N/a,N/a,n/a,N/a,660-664,0,08/1987,$0.00,18,0,26,53,"$14,659.00",0,64.90%,n/a,0
39560050,"$22,400","$22,400",8.67%,1.00%,"January 20, 2015","January 28, 2020","January 28, 2020",$0,MORTGAGE,"$10,417 / month",20.21%,7 years ,890xx,N/a,N/a,N/a,Sr Analyst,N/a,680-684,0,06/1993,$0.00,16,1,31,12,"$53,653.00",0,79.80%,n/a,0
39560125,"$34,975","$34,975",7.49%,1.00%,"January 20, 2015","January 28, 2018","January 28, 2020",$0,RENT,"$7,479 / month",13.60%,3 years ,165xx,N/a,N/a,N/a,Director of Communications,N/a,790-794,0,07/2001,$0.00,11,0,27,n/a,"$24,557.00",0,25.20%,n/a,1
39560272,"$18,000","$18,000",6.03%,1.00%,"January 20, 2015","January 29, 2018","January 29, 2020",$0,RENT,"$6,417 / month",10.64%,3 years ,200xx,N/a,N/a,N/a,Store Manager,N/a,720-724,0,01/1998,$0.00,9,0,16,n/a,"$26,001.00",0,42.80%,n/a,0
39560559,"$14,225","$14,225",21.99%,1.00%,"January 20, 2015","January 29, 2020","January 29, 2020",$0,MORTGAGE,"$5,000 / month",36.01%,< 1 year ,730xx,N/a,N/a,N/a,Architecture/Engineering Analyst,N/a,670-674,0,09/1992,$0.00,12,1,38,23,"$11,527.00",0,73.40%,n/a,1
39560711,"$20,000","$20,000",7.49%,1.00%,"January 20, 2015","January 30, 2018","January 30, 2020",$0,MORTGAGE,"$15,833 / month",12.18%,< 1 year ,704xx,N/a,N/a,N/a,Director of Project Controls,N/a,825-829,0,07/1990,$0.00,10,0,47,n/a,"$2,964.00",0,8.50%,n/a,0
39569135,"$20,000","$20,000",8.19%,1.00%,"January 15, 2015","January 26, 2018","January 26, 2020",$0,RENT,"$5,000 / month",31.76%,8 years ,802xx,N/a,N/a,N/a,High School Teacher,N/a,710-714,0,10/2001,$0.00,13,0,30,39,"$37,723.00",0,53.80%,n/a,0
39569148,"$8,000","$8,000",11.44%,1.00%,"January 16, 2015","January 26, 2018","January 26, 2020",$0,RENT,"$3,500 / month",27.11%,10+ years ,701xx,N/a,N/a,N/a,senior pharmacy technician,N/a,740-744,0,07/2000,$0.00,19,0,36,n/a,"$14,625.00",0,18.70%,n/a,1
39569184,"$10,000","$10,000",11.44%,1.00%,"January 16, 2015","January 26, 2018","January 26, 2020",$0,RENT,"$3,167 / month",12.60%,1 year ,945xx,N/a,N/a,N/a,Senior Vendor Coordinator,N/a,680-684,0,06/2004,$0.00,15,0,37,47,"$8,581.00",0,90.30%,n/a,0
39569190,"$12,075","$12,075",15.59%,1.00%,"January 15, 2015","January 26, 2018","January 26, 2020",$0,MORTGAGE,"$3,333 / month",16.42%,2 years ,980xx,N/a,N/a,N/a,Computing Access Analyst,N/a,660-664,0,09/2003,$0.00,14,1,35,17,"$15,695.00",0,66.20%,n/a,2
39569198,"$17,000","$17,000",8.67%,1.00%,"January 16, 2015","January 26, 2018","January 26, 2020",$0,RENT,"$5,000 / month",16.38%,10+ years ,936xx,N/a,N/a,N/a,Asst. parts manager,N/a,660-664,0,09/2002,$0.00,4,1,8,22,"$11,138.00",0,87.00%,n/a,1
39569223,"$20,000","$20,000",8.67%,1.00%,"January 20, 2015","January 27, 2018","January 27, 2020",$0,RENT,"$5,417 / month",33.47%,10+ years ,331xx,N/a,N/a,N/a,Pest Controller,N/a,675-679,0,08/1993,$0.00,20,1,41,2,"$15,726.00",0,67.80%,n/a,0
39569265,"$35,000","$35,000",11.99%,1.00%,"January 20, 2015","January 27, 2020","January 27, 2020",$0,MORTGAGE,"$10,000 / month",19.79%,8 years ,223xx,N/a,N/a,N/a,Aerospace Engineer,N/a,685-689,0,01/1992,$0.00,12,0,26,26,"$49,022.00",0,91.10%,n/a,0
39569284,"$3,750","$3,750",12.99%,1.00%,"January 15, 2015","January 27, 2018","January 27, 2020",$0,RENT,"$1,000 / month",30.10%,n/a,550xx,N/a,N/a,N/a,n/a,N/a,705-709,0,06/2007,$0.00,10,0,13,n/a,"$5,254.00",1,41.70%,111,0
39569301,"$25,000","$25,000",7.49%,1.00%,"January 15, 2015","January 27, 2018","January 27, 2020",$0,MORTGAGE,"$10,417 / month",12.33%,8 years ,926xx,N/a,N/a,N/a,Detective,N/a,660-664,0,03/2006,$0.00,9,0,12,61,"$15,430.00",0,98.30%,n/a,0
39569363,"$5,000","$5,000",12.39%,1.00%,"January 16, 2015","January 29, 2018","January 29, 2020",$0,RENT,"$6,958 / month",11.33%,7 years ,941xx,N/a,N/a,N/a,Estimator,N/a,670-674,0,08/1999,$0.00,6,0,15,32,"$12,296.00",0,85.40%,n/a,0
39569377,"$3,600","$3,600",11.99%,1.00%,"January 15, 2015","January 27, 2018","January 27, 2020",$0,OWN,$917 / month,24.24%,10+ years ,920xx,N/a,N/a,N/a,investor,N/a,670-674,0,08/2004,$0.00,13,1,29,10,"$7,078.00",0,41.60%,n/a,0
39569401,"$8,000","$8,000",12.39%,1.00%,"January 20, 2015","January 27, 2018","January 27, 2020",$0,MORTGAGE,"$5,379 / month",22.97%,n/a,325xx,N/a,N/a,N/a,n/a,N/a,665-669,0,05/1982,$0.00,7,0,25,28,"$13,558.00",0,98.20%,n/a,1
39569447,"$35,000","$35,000",8.67%,1.00%,"January 20, 2015","January 27, 2018","January 27, 2020",$0,MORTGAGE,"$25,000 / month",8.16%,3 years ,945xx,N/a,N/a,N/a,Conultant Managmeent ,N/a,685-689,0,03/1990,$0.00,8,0,26,34,"$50,329.00",0,81.30%,n/a,0
39569450,"$6,575","$6,575",25.57%,1.00%,"January 15, 2015","January 27, 2018","January 27, 2020",$0,RENT,"$1,833 / month",13.69%,5 years ,891xx,N/a,N/a,N/a,Spa Host,N/a,685-689,0,02/2000,$0.00,14,0,20,n/a,"$8,198.00",0,89.10%,n/a,1
39569617,"$6,825","$6,825",23.99%,1.00%,"January 20, 2015","January 27, 2018","January 27, 2020",$0,RENT,"$1,917 / month",28.71%,1 year ,993xx,N/a,N/a,N/a,Samsung Expert Full Time,N/a,660-664,0,11/2010,$0.00,8,0,10,n/a,"$7,249.00",0,71.80%,n/a,0
39569736,"$35,000","$35,000",18.54%,1.00%,"January 15, 2015","January 28, 2018","January 28, 2020",$0,MORTGAGE,"$9,167 / month",18.79%,10+ years ,104xx,N/a,N/a,N/a,Professional Applications Developer,N/a,715-719,0,05/2004,$0.00,14,0,39,n/a,"$13,243.00",0,44.00%,n/a,2
39569863,"$10,000","$10,000",6.99%,1.00%,"January 20, 2015","January 28, 2018","January 28, 2020",$0,MORTGAGE,"$4,750 / month",21.64%,10+ years ,494xx,N/a,N/a,N/a,Administrator,N/a,660-664,0,02/1998,$0.00,14,1,39,10,"$15,568.00",0,60.60%,n/a,0
39569880,"$8,600","$8,600",14.99%,1.00%,"January 16, 2015","January 28, 2018","January 28, 2020",$0,MORTGAGE,"$2,083 / month",22.61%,10+ years ,461xx,N/a,N/a,N/a,Jeweler,N/a,665-669,0,05/2003,$0.00,15,0,24,73,"$8,056.00",0,34.90%,n/a,0
39569982,"$25,000","$25,000",6.99%,1.00%,"January 20, 2015","January 28, 2018","January 28, 2020",$0,RENT,"$19,167 / month",14.19%,7 years ,300xx,N/a,N/a,N/a,Territory Vice President,N/a,690-694,0,03/2000,$0.00,6,0,20,74,"$38,052.00",0,94.80%,n/a,0
39570001,"$25,000","$25,000",9.49%,1.00%,"January 20, 2015","January 28, 2020","January 28, 2020",$0,MORTGAGE,"$8,667 / month",19.07%,10+ years ,301xx,N/a,N/a,N/a,Director,N/a,685-689,0,01/1998,$0.00,21,1,35,15,"$28,089.00",0,68.00%,n/a,1
39570033,"$2,000","$2,000",13.66%,1.00%,"January 16, 2015","January 28, 2018","January 28, 2020",$0,MORTGAGE,"$3,667 / month",24.54%,10+ years ,245xx,N/a,N/a,N/a,teacher,N/a,690-694,0,11/1994,$0.00,14,0,36,n/a,"$19,708.00",0,33.50%,n/a,2
39570110,"$14,400","$14,400",11.99%,1.00%,"January 20, 2015","January 28, 2018","January 28, 2020",$0,MORTGAGE,"$7,083 / month",12.90%,3 years ,600xx,N/a,N/a,N/a,Senior Manager,N/a,670-674,0,02/2003,$0.00,11,0,23,55,"$12,458.00",0,62.30%,n/a,3
39570144,"$10,975","$10,975",19.24%,1.00%,"January 16, 2015","January 28, 2018","January 28, 2020",$0,RENT,"$5,333 / month",14.29%,2 years ,175xx,N/a,N/a,N/a,Practice Administrator,N/a,670-674,0,11/1994,$0.00,11,1,19,11,"$8,666.00",0,73.40%,n/a,3
39570180,"$6,575","$6,575",11.99%,1.00%,"January 20, 2015","January 28, 2018","January 28, 2020",$0,RENT,"$1,417 / month",11.86%,n/a,601xx,N/a,N/a,N/a,n/a,N/a,680-684,0,03/2007,$0.00,9,0,11,n/a,"$6,584.00",0,39.90%,n/a,1
39570206,"$6,000","$6,000",8.67%,1.00%,"January 20, 2015","January 28, 2018","January 28, 2020",$0,RENT,"$3,000 / month",5.77%,9 years ,890xx,N/a,N/a,N/a,Activity Director,N/a,660-664,0,03/1997,$0.00,6,0,65,n/a,"$4,735.00",1,36.10%,84,0
39570299,"$21,350","$21,350",11.99%,1.00%,"January 20, 2015","January 28, 2018","January 28, 2020",$0,RENT,"$4,250 / month",21.11%,< 1 year ,850xx,N/a,N/a,N/a,Senior Social Worker,N/a,660-664,0,09/1997,$0.00,28,1,75,11,"$20,268.00",0,50.00%,n/a,0
39570354,"$7,375","$7,375",17.86%,1.00%,"January 16, 2015","January 29, 2018","January 29, 2020",$0,RENT,"$4,250 / month",11.70%,5 years ,328xx,N/a,N/a,N/a,manager,N/a,660-664,0,10/2004,$0.00,16,0,22,67,"$4,937.00",0,65.00%,n/a,0
39570445,"$7,500","$7,500",17.86%,1.00%,"January 20, 2015","January 29, 2018","January 29, 2020",$0,MORTGAGE,"$2,542 / month",33.88%,< 1 year ,567xx,N/a,N/a,N/a,Assistant Manager,N/a,715-719,0,06/2004,$0.00,12,0,25,n/a,"$5,497.00",0,55.50%,n/a,0
39570453,"$14,675","$14,675",16.49%,1.00%,"January 20, 2015","January 29, 2020","January 29, 2020",$0,MORTGAGE,"$2,917 / month",22.09%,7 years ,378xx,N/a,N/a,N/a,cabinet set,N/a,730-734,0,12/1999,$0.00,8,0,15,n/a,"$17,181.00",0,83.40%,n/a,1
39570489,"$6,000","$6,000",13.66%,1.00%,"January 16, 2015","January 29, 2018","January 29, 2020",$0,MORTGAGE,"$6,917 / month",31.03%,10+ years ,404xx,N/a,N/a,N/a,Clinic manager,N/a,705-709,0,06/1986,$0.00,12,0,28,n/a,"$204,593.00",0,85.80%,n/a,4
39570561,"$6,000","$6,000",7.49%,1.00%,"January 20, 2015","January 29, 2018","January 29, 2020",$0,MORTGAGE,"$10,417 / month",19.39%,10+ years ,941xx,N/a,N/a,N/a,Battalion Chief,N/a,705-709,0,09/1992,$0.00,9,0,16,36,"$29,303.00",0,89.30%,n/a,0
39579135,"$1,800","$1,800",12.99%,1.00%,"January 15, 2015","January 26, 2018","January 26, 2020",$0,RENT,"$1,417 / month",14.19%,3 years ,844xx,N/a,N/a,N/a,order picker,N/a,670-674,0,02/2011,$0.00,10,0,12,n/a,"$4,859.00",0,41.50%,n/a,0
39579215,"$24,075","$24,075",17.86%,1.00%,"January 16, 2015","January 27, 2018","January 27, 2020",$0,MORTGAGE,"$11,667 / month",6.32%,8 years ,495xx,N/a,N/a,N/a,Software Engineer,N/a,660-664,0,12/2001,$0.00,12,0,36,29,"$5,820.00",2,43.80%,27,2
39579235,"$6,000","$6,000",15.59%,1.00%,"January 15, 2015","January 27, 2018","January 27, 2020",$0,MORTGAGE,"$7,417 / month",30.47%,10+ years ,467xx,N/a,N/a,N/a,BUSINESS BANKER,N/a,680-684,0,11/1999,$0.00,26,0,50,n/a,"$32,841.00",0,71.10%,n/a,0
